index,time,lat,lon,east_cm,north_cm,quality
905,075338.05,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
906,075338.15,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
907,075338.25,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
908,075338.35,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
909,075338.45,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
910,075338.55,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
911,075338.65,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
912,075338.75,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
913,075338.85,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
914,075338.95,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
915,075339.05,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
916,075339.15,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
917,075339.25,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
918,075339.35,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
919,075339.45,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
920,075339.55,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
921,075339.65,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
922,075339.75,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
923,075339.85,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
924,075339.95,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
925,075340.05,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
926,075340.15,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
927,075340.25,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
928,075340.35,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
929,075340.45,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
930,075340.55,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
931,075340.65,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
932,075340.75,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
933,075340.85,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
934,075340.95,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
935,075341.05,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
936,075341.15,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
937,075341.25,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
938,075341.35,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
939,075341.45,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
940,075341.55,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
941,075341.65,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
942,075341.75,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
943,075341.85,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
944,075341.95,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
945,075342.05,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
946,075342.15,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
947,075342.25,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
948,075342.35,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
949,075342.45,37.30391633333333,127.9071835,-2.280755444491839,1.1573048444404321,4
950,075342.55,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
