Lat,Lon
37.3008981,127.9096662
37.3008977,127.9096708
37.3008968,127.9096755
37.3008966,127.9096803
37.3008971,127.9096850
37.3008971,127.9096895
37.3008975,127.9096943
37.3008979,127.9096990
37.3008990,127.9097034
37.3008995,127.9097088
37.3009003,127.9097138
37.3009010,127.9097185
37.3009015,127.9097232
37.3009022,127.9097280
37.3009030,127.9097329
37.3009037,127.9097375
37.3009049,127.9097421
37.3009058,127.9097466
37.3009069,127.9097511
37.3009077,127.9097557
37.3009087,127.9097604
37.3009095,127.9097648
37.3009104,127.9097694
37.3009114,127.9097739
37.3009123,127.9097784
37.3009134,127.9097831
37.3009142,127.9097875
37.3009152,127.9097919
37.3009162,127.9097967
37.3009172,127.9098011
37.3009181,127.9098060
37.3009192,127.9098108
37.3009202,127.9098152
37.3009211,127.9098196
37.3009219,127.9098241
37.3009229,127.9098285
37.3009242,127.9098327
37.3009257,127.9098368
37.3009272,127.9098415
37.3009288,127.9098461
37.3009307,127.9098503
37.3009326,127.9098542
37.3009347,127.9098579
37.3009370,127.9098618
37.3009396,127.9098651
37.3009422,127.9098686
37.3009448,127.9098718
37.3009476,127.9098754
37.3009505,127.9098785
37.3009534,127.9098817
37.3009571,127.9098857
37.3009602,127.9098890
37.3009634,127.9098919
37.3009662,127.9098951
37.3009695,127.9098979
37.3009726,127.9099002
37.3009758,127.9099024
37.3009792,127.9099048
37.3009828,127.9099068
37.3009865,127.9099086
37.3009902,127.9099103
37.3009938,127.9099120
37.3009974,127.9099138
37.3010012,127.9099156
37.3010049,127.9099172
37.3010086,127.9099189
37.3010122,127.9099207
37.3010158,127.9099225
37.3010192,127.9099241
37.3010228,127.9099260
37.3010265,127.9099279
37.3010302,127.9099296
37.3010338,127.9099312
37.3010375,127.9099330
37.3010412,127.9099345
37.3010449,127.9099353
37.3010489,127.9099358
37.3010528,127.9099361
37.3010565,127.9099362
37.3010603,127.9099364
37.3010639,127.9099364
37.3010677,127.9099364
37.3010714,127.9099365
